Node,Location,Weather,DateTime,H2S,SO2,Humidity,Temperature,WindsSpeed
5,Goa,Hujan Kabut,12/22/2025 16:27:32,33,269,100,15.93,2.52
5,Goa,Hujan Kabut,12/22/2025 16:27:34,33,285,100,15.93,2.52
5,Goa,Hujan Kabut,12/22/2025 16:27:36,36,285,100,15.93,2.52
5,Goa,Hujan Kabut,12/22/2025 16:27:38,36,298,100,15.93,2.16
5,Goa,Hujan Kabut,12/22/2025 16:27:40,37,298,100,15.93,2.52
5,Goa,Hujan Kabut,12/22/2025 16:27:42,37,298,100,15.93,2.52
5,Goa,Hujan Kabut,12/22/2025 16:27:44,37,309,100,15.93,2.52
5,Goa,Hujan Kabut,12/22/2025 16:27:46,40,309,100,15.93,2.88
5,Goa,Hujan Kabut,12/22/2025 16:27:48,40,319,100,15.92,2.88
5,Goa,Hujan Kabut,12/22/2025 16:27:50,40,319,100,15.92,2.88
5,Goa,Hujan Kabut,12/22/2025 16:27:52,40,319,100,15.92,2.52
5,Goa,Hujan Kabut,12/22/2025 16:27:54,40,327,100,15.93,2.52
5,Goa,Hujan Kabut,12/22/2025 16:27:56,40,327,100,15.93,2.52
5,Goa,Hujan Kabut,12/22/2025 16:27:58,40,327,100,15.93,2.16
5,Goa,Hujan Kabut,12/22/2025 16:28:00,40,337,100,15.94,2.16
5,Goa,Hujan Kabut,12/22/2025 16:28:02,40,337,100,15.94,2.52
5,Goa,Hujan Kabut,12/22/2025 16:28:04,40,343,100,15.94,2.52
